season,matchnumber,venue,dateandtime,winningteam,firstteam,secondteam,link
2020,MATCH 38,"Dubai International Cricket Stadium, Dubai","OCT, TUE 20 , 07:30 PM IST",PUNJAB KINGS WON BY 5 WICKETS,"PBKS
167/5
(19 OV)","DC
164/5
(20 OV )",https://www.iplt20.com/match/2020/10805
2020,MATCH 37,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, MON 19 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"CSK
125/5
(20 OV)","RR
126/3
(17.3 OV )",https://www.iplt20.com/match/2020/10804
2020,MATCH 36,"Dubai International Cricket Stadium, Dubai","OCT, SUN 18 , 07:30 PM IST",MATCH TIED (KINGS XI PUNJAB WON ON SECOND SUPER OVER),"MI
176/6
(20 OV)","PBKS
176/6
(20 OV )",https://www.iplt20.com/match/2020/10803
2020,MATCH 35,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, SUN 18 , 03:30 PM IST",MATCH TIED (KOLKATA KNIGHT RIDERS WON THE SUPER OVER),5/1,SUPER OVER - 1,https://www.iplt20.com/match/2020/10802
2020,MATCH 34,"Sharjah Cricket Stadium, Sharjah","OCT, SAT 17 , 07:30 PM IST",DELHI CAPITALS WON BY 5 WICKETS,"SRH
163/6
(20 OV)","KKR
163/5
(20 OV )",https://www.iplt20.com/match/2020/10801
2020,MATCH 33,"Dubai International Cricket Stadium, Dubai","OCT, SAT 17 , 03:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,2/2,SUPER OVER - 1,https://www.iplt20.com/match/2020/10800
2020,MATCH 32,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, FRI 16 , 07:30 PM IST",MUMBAI INDIANS WON BY 8 WICKETS,"DC
185/5
(19.5 OV)","CSK
179/4
(20 OV )",https://www.iplt20.com/match/2020/10799
2020,MATCH 31,"Sharjah Cricket Stadium, Sharjah","OCT, THU 15 , 07:30 PM IST",PUNJAB KINGS WON BY 8 WICKETS,"RR
177/6
(20 OV)","RCB
179/3
(19.4 OV )",https://www.iplt20.com/match/2020/10798
2020,MATCH 30,"Dubai International Cricket Stadium, Dubai","OCT, WED 14 , 07:30 PM IST",DELHI CAPITALS WON BY 13 RUNS,"MI
149/2
(16.5 OV)","KKR
148/5
(20 OV )",https://www.iplt20.com/match/2020/10797
2020,MATCH 29,"Dubai International Cricket Stadium, Dubai","OCT, TUE 13 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 20 RUNS,"RCB
171/6
(20 OV)","PBKS
177/2
(20 OV )",https://www.iplt20.com/match/2020/10796
2020,MATCH 28,"Sharjah Cricket Stadium, Sharjah","OCT, MON 12 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 82 RUNS,"DC
161/7
(20 OV)","RR
148/8
(20 OV )",https://www.iplt20.com/match/2020/10795
2020,MATCH 27,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, SUN 11 , 07:30 PM IST",MUMBAI INDIANS WON BY 5 WICKETS,"SRH
147/8
(20 OV)","CSK
167/6
(20 OV )",https://www.iplt20.com/match/2020/10794
2020,MATCH 26,"Dubai International Cricket Stadium, Dubai","OCT, SUN 11 , 03:30 PM IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"RCB
194/2
(20 OV)","KKR
112/9
(20 OV )",https://www.iplt20.com/match/2020/10793
2020,MATCH 25,"Dubai International Cricket Stadium, Dubai","OCT, SAT 10 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 37 RUNS,"MI
166/5
(19.4 OV)","DC
162/4
(20 OV )",https://www.iplt20.com/match/2020/10792
2020,MATCH 24,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, SAT 10 , 03:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 2 RUNS,"SRH
158/4
(20 OV)","RR
163/5
(19.5 OV )",https://www.iplt20.com/match/2020/10791
2020,MATCH 23,"Sharjah Cricket Stadium, Sharjah","OCT, FRI 9 , 07:30 PM IST",DELHI CAPITALS WON BY 46 RUNS,"CSK
132/8
(20 OV)","RCB
169/4
(20 OV )",https://www.iplt20.com/match/2020/10790
2020,MATCH 22,"Dubai International Cricket Stadium, Dubai","OCT, THU 8 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 69 RUNS,"PBKS
162/5
(20 OV)","KKR
164/6
(20 OV )",https://www.iplt20.com/match/2020/10789
2020,MATCH 21,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, WED 7 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 10 RUNS,"RR
138
(19.4 OV)","DC
184/8
(20 OV )",https://www.iplt20.com/match/2020/10788
2020,MATCH 20,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, TUE 6 , 07:30 PM IST",MUMBAI INDIANS WON BY 57 RUNS,"SRH
201/6
(20 OV)","PBKS
132
(16.5 OV )",https://www.iplt20.com/match/2020/10787
2020,MATCH 19,"Dubai International Cricket Stadium, Dubai","OCT, MON 5 , 07:30 PM IST",DELHI CAPITALS WON BY 59 RUNS,"KKR
167
(20 OV)","CSK
157/5
(20 OV )",https://www.iplt20.com/match/2020/10786
2020,MATCH 18,"Dubai International Cricket Stadium, Dubai","OCT, SUN 4 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 10 WICKETS,"MI
193/4
(20 OV)","RR
136
(18.1 OV )",https://www.iplt20.com/match/2020/10785
2020,MATCH 17,"Sharjah Cricket Stadium, Sharjah","OCT, SUN 4 , 03:30 PM IST",MUMBAI INDIANS WON BY 34 RUNS,"RCB
137/9
(20 OV)","DC
196/4
(20 OV )",https://www.iplt20.com/match/2020/10784
2020,MATCH 16,"Sharjah Cricket Stadium, Sharjah","OCT, SAT 3 , 07:30 PM IST",DELHI CAPITALS WON BY 18 RUNS,"PBKS
178/4
(20 OV)","CSK
181/0
(17.4 OV )",https://www.iplt20.com/match/2020/10783
2020,MATCH 15,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, SAT 3 , 03:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,"MI
208/5
(20 OV)","SRH
174/7
(20 OV )",https://www.iplt20.com/match/2020/10782
2020,MATCH 14,"Dubai International Cricket Stadium, Dubai","OCT, FRI 2 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 7 RUNS,"DC
228/4
(20 OV)","KKR
210/8
(20 OV )",https://www.iplt20.com/match/2020/10781
2020,MATCH 13,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, THU 1 , 07:30 PM IST",MUMBAI INDIANS WON BY 48 RUNS,"RCB
158/2
(19.1 OV)","RR
154/6
(20 OV )",https://www.iplt20.com/match/2020/10780
2020,MATCH 12,"Dubai International Cricket Stadium, Dubai","SEP, WED 30 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 37 RUNS,"CSK
157/5
(20 OV)","SRH
164/5
(20 OV )",https://www.iplt20.com/match/2020/10779
2020,MATCH 11,"Sheikh Zayed Cricket Stadium, Abu Dhabi","SEP, TUE 29 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 15 RUNS,"PBKS
143/8
(20 OV)","MI
191/4
(20 OV )",https://www.iplt20.com/match/2020/10778
2020,MATCH 10,"Dubai International Cricket Stadium, Dubai","SEP, MON 28 , 07:30 PM IST",MATCH TIED (ROYAL CHALLENGERS BANGALORE WON THE SUPER OVER),"RR
137/9
(20 OV)","KKR
174/6
(20 OV )",https://www.iplt20.com/match/2020/10777
2020,MATCH 9,"Sharjah Cricket Stadium, Sharjah","SEP, SUN 27 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 4 WICKETS,"DC
147/7
(20 OV)","SRH
162/4
(20 OV )",https://www.iplt20.com/match/2020/10776
2020,MATCH 8,"Sheikh Zayed Cricket Stadium, Abu Dhabi","SEP, SAT 26 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"RCB
201/3
(20 OV)","MI
201/5
(20 OV )",https://www.iplt20.com/match/2020/10775
2020,MATCH 7,"Dubai International Cricket Stadium, Dubai","SEP, FRI 25 , 07:30 PM IST",DELHI CAPITALS WON BY 44 RUNS,11/0,SUPER OVER - 1,https://www.iplt20.com/match/2020/10774
2020,MATCH 6,"Dubai International Cricket Stadium, Dubai","SEP, THU 24 , 07:30 PM IST",PUNJAB KINGS WON BY 97 RUNS,"RR
226/6
(19.3 OV)","PBKS
223/2
(20 OV )",https://www.iplt20.com/match/2020/10773
2020,MATCH 5,"Sheikh Zayed Cricket Stadium, Abu Dhabi","SEP, WED 23 , 07:30 PM IST",MUMBAI INDIANS WON BY 49 RUNS,"KKR
145/3
(18 OV)","SRH
142/4
(20 OV )",https://www.iplt20.com/match/2020/10772
2020,MATCH 4,"Sharjah Cricket Stadium, Sharjah","SEP, TUE 22 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 16 RUNS,"CSK
131/7
(20 OV)","DC
175/3
(20 OV )",https://www.iplt20.com/match/2020/10771
2020,MATCH 3,"Dubai International Cricket Stadium, Dubai","SEP, MON 21 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 10 RUNS,"PBKS
206/3
(20 OV)","RCB
109
(17 OV )",https://www.iplt20.com/match/2020/10770
2020,MATCH 2,"Dubai International Cricket Stadium, Dubai","SEP, SUN 20 , 07:30 PM IST",MATCH TIED (DELHI CAPITALS WON THE SUPER OVER),"KKR
146/9
(20 OV)","MI
195/5
(20 OV )",https://www.iplt20.com/match/2020/10769
2020,MATCH 1,"Sheikh Zayed Cricket Stadium, Abu Dhabi","SEP, SAT 19 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"RR
216/7
(20 OV)","CSK
200/6
(20 OV )",https://www.iplt20.com/match/2020/10768
2021,MATCH 60,"Dubai International Stadium, Dubai","OCT, FRI 15 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 27 RUNS,"CSK
192/3
(20 OV)","KKR
165/9
(20 OV )",https://www.iplt20.com/match/2021/10891
2021,MATCH 59,"Sharjah Cricket Stadium, Sharjah","OCT, WED 13 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,"KKR
136/7
(19.5 OV)","DC
135/5
(20 OV )",https://www.iplt20.com/match/2021/10890
2021,MATCH 58,"Sharjah Cricket Stadium, Sharjah","OCT, MON 11 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,"RCB
138/7
(20 OV)","KKR
139/6
(19.4 OV )",https://www.iplt20.com/match/2021/10887
2021,MATCH 57,"Dubai International Stadium, Dubai","OCT, SUN 10 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,"DC
172/5
(20 OV)","CSK
173/6
(19.4 OV )",https://www.iplt20.com/match/2021/10888
2021,MATCH 55,"Dubai International Stadium, Dubai","OCT, FRI 8 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"RCB
166/3
(20 OV)","DC
164/5
(20 OV )",https://www.iplt20.com/match/2021/10886
2021,MATCH 56,"Zayed Cricket Stadium, Abu Dhabi","OCT, FRI 8 , 07:30 PM IST",MUMBAI INDIANS WON BY 42 RUNS,"SRH
193/8
(20 OV)","MI
235/9
(20 OV )",https://www.iplt20.com/match/2021/10889
2021,MATCH 54,"Sharjah Cricket Stadium, Sharjah","OCT, THU 7 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 86 RUNS,"KKR
171/4
(20 OV)","RR
85
(16.1 OV )",https://www.iplt20.com/match/2021/10885
2021,MATCH 53,"Dubai International Stadium, Dubai","OCT, THU 7 , 03:30 PM IST",PUNJAB KINGS WON BY 6 WICKETS,"CSK
134/6
(20 OV)","PBKS
139/4
(13 OV )",https://www.iplt20.com/match/2021/10884
2021,MATCH 52,"Zayed Cricket Stadium, Abu Dhabi","OCT, WED 6 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 4 RUNS,"RCB
137/6
(20 OV)","SRH
141/7
(20 OV )",https://www.iplt20.com/match/2021/10883
2021,MATCH 51,"Sharjah Cricket Stadium, Sharjah","OCT, TUE 5 , 07:30 PM IST",MUMBAI INDIANS WON BY 8 WICKETS,"RR
90/9
(20 OV)","MI
94/2
(8.2 OV )",https://www.iplt20.com/match/2021/10881
2021,MATCH 50,"Dubai International Stadium, Dubai","OCT, MON 4 , 07:30 PM IST",DELHI CAPITALS WON BY 3 WICKETS,"DC
139/7
(19.4 OV)","CSK
136/5
(20 OV )",https://www.iplt20.com/match/2021/10880
2021,MATCH 49,"Dubai International Stadium, Dubai","OCT, SUN 3 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"KKR
119/4
(19.4 OV)","SRH
115/8
(20 OV )",https://www.iplt20.com/match/2021/10882
2021,FINAL,"Sharjah Cricket Stadium, Sharjah","OCT, SUN 3 , 03:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 6 RUNS,"RCB
164/7
(20 OV)","PBKS
158/6
(20 OV )",https://www.iplt20.com/match/2021/10879
2021,MATCH 47,"Zayed Cricket Stadium, Abu Dhabi","OCT, SAT 2 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"RR
190/3
(17.3 OV)","CSK
189/4
(20 OV )",https://www.iplt20.com/match/2021/10878
2021,MATCH 46,"Sharjah Cricket Stadium, Sharjah","OCT, SAT 2 , 03:30 PM IST",DELHI CAPITALS WON BY 4 WICKETS,"MI
129/8
(20 OV)","DC
132/6
(19.1 OV )",https://www.iplt20.com/match/2021/10877
2021,MATCH 45,"Dubai International Stadium, Dubai","OCT, FRI 1 , 07:30 PM IST",PUNJAB KINGS WON BY 5 WICKETS,"KKR
165/7
(20 OV)","PBKS
168/5
(19.3 OV )",https://www.iplt20.com/match/2021/10876
2021,MATCH 44,"Sharjah Cricket Stadium, Sharjah","SEP, THU 30 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"SRH
134/7
(20 OV)","CSK
139/4
(19.4 OV )",https://www.iplt20.com/match/2021/10874
2021,MATCH 43,"Dubai International Stadium, Dubai","SEP, WED 29 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"RR
149/9
(20 OV)","RCB
153/3
(17.1 OV )",https://www.iplt20.com/match/2021/10875
2021,MATCH 42,"Zayed Cricket Stadium, Abu Dhabi","SEP, TUE 28 , 07:30 PM IST",MUMBAI INDIANS WON BY 6 WICKETS,"MI
137/4
(19 OV)","PBKS
135/6
(20 OV )",https://www.iplt20.com/match/2021/10872
2021,MATCH 41,"Sharjah Cricket Stadium, Sharjah","SEP, TUE 28 , 03:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,"KKR
130/7
(18.2 OV)","DC
127/9
(20 OV )",https://www.iplt20.com/match/2021/10873
2021,MATCH 40,"Dubai International Stadium, Dubai","SEP, MON 27 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"SRH
167/3
(18.3 OV)","RR
164/5
(20 OV )",https://www.iplt20.com/match/2021/10870
2021,MATCH 39,"Dubai International Stadium, Dubai","SEP, SUN 26 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 54 RUNS,"RCB
165/6
(20 OV)","MI
111
(18.1 OV )",https://www.iplt20.com/match/2021/10871
2021,MATCH 38,"Zayed Cricket Stadium, Abu Dhabi","SEP, SUN 26 , 03:30 PM IST",CHENNAI SUPER KINGS WON BY 2 WICKETS,"CSK
172/8
(20 OV)","KKR
171/6
(20 OV )",https://www.iplt20.com/match/2021/10869
2021,MATCH 37,"Sharjah Cricket Stadium, Sharjah","SEP, SAT 25 , 07:30 PM IST",PUNJAB KINGS WON BY 5 RUNS,"SRH
120/7
(20 OV)","PBKS
125/7
(20 OV )",https://www.iplt20.com/match/2021/10868
2021,MATCH 36,"Zayed Cricket Stadium, Abu Dhabi","SEP, SAT 25 , 03:30 PM IST",DELHI CAPITALS WON BY 33 RUNS,"DC
154/6
(20 OV)","RR
121/6
(20 OV )",https://www.iplt20.com/match/2021/10867
2021,MATCH 35,"Sharjah Cricket Stadium, Sharjah","SEP, FRI 24 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"RCB
156/6
(20 OV)","CSK
157/4
(18.1 OV )",https://www.iplt20.com/match/2021/10865
2021,MATCH 34,"Zayed Cricket Stadium, Abu Dhabi","SEP, THU 23 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"MI
155/6
(20 OV)","KKR
159/3
(15.1 OV )",https://www.iplt20.com/match/2021/10866
2021,MATCH 33,"Dubai International Stadium, Dubai","SEP, WED 22 , 07:30 PM IST",DELHI CAPITALS WON BY 8 WICKETS,"DC
139/2
(17.5 OV)","SRH
134/9
(20 OV )",https://www.iplt20.com/match/2021/10864
2021,MATCH 32,"Dubai International Stadium, Dubai","SEP, TUE 21 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 2 RUNS,"PBKS
183/4
(20 OV)","RR
185
(20 OV )",https://www.iplt20.com/match/2021/10863
2021,MATCH 31,"Zayed Cricket Stadium, Abu Dhabi","SEP, MON 20 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 9 WICKETS,"KKR
94/1
(10 OV)","RCB
92
(19 OV )",https://www.iplt20.com/match/2021/10861
2021,MATCH 30,"Dubai International Stadium, Dubai","SEP, SUN 19 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 20 RUNS,"CSK
156/6
(20 OV)","MI
136/8
(20 OV )",https://www.iplt20.com/match/2021/10862
2021,MATCH 29,"Narendra Modi Stadium, Ahmedabad","MAY, SUN 2 , 7:30 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"PBKS
166/6
(20 OV)","DC
167/3
(17.4 OV )",https://www.iplt20.com/match/2021/10860
2021,MATCH 28,"Arun Jaitley Stadium, Delhi","MAY, SUN 2 , 3:30 pm IST",RAJASTHAN ROYALS WON BY 55 RUNS,"RR
220/3
(20 OV)","SRH
165/8
(20 OV )",https://www.iplt20.com/match/2021/10859
2021,MATCH 27,"Arun Jaitley Stadium, Delhi","MAY, SAT 1 , 7:30 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,"MI
219/6
(20 OV)","CSK
218/4
(20 OV )",https://www.iplt20.com/match/2021/10858
2021,MATCH 26,"Narendra Modi Stadium, Ahmedabad","APR, FRI 30 , 7:30 pm IST",PUNJAB KINGS WON BY 34 RUNS,"PBKS
179/5
(20 OV)","RCB
145/8
(20 OV )",https://www.iplt20.com/match/2021/10857
2021,MATCH 25,"Narendra Modi Stadium, Ahmedabad","APR, THU 29 , 7:30 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"DC
156/3
(16.3 OV)","KKR
154/6
(20 OV )",https://www.iplt20.com/match/2021/10856
2021,MATCH 24,"Arun Jaitley Stadium, Delhi","APR, THU 29 , 3:30 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"MI
172/3
(18.3 OV)","RR
171/4
(20 OV )",https://www.iplt20.com/match/2021/10855
2021,MATCH 23,"Arun Jaitley Stadium, Delhi","APR, WED 28 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,"CSK
173/3
(18.3 OV)","SRH
171/3
(20 OV )",https://www.iplt20.com/match/2021/10854
2021,MATCH 22,"Narendra Modi Stadium, Ahmedabad","APR, TUE 27 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 1 RUN,"DC
170/4
(20 OV)","RCB
171/5
(20 OV )",https://www.iplt20.com/match/2021/10853
2021,MATCH 21,"Narendra Modi Stadium, Ahmedabad","APR, MON 26 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"PBKS
123/9
(20 OV)","KKR
126/5
(16.4 OV )",https://www.iplt20.com/match/2021/10852
2021,MATCH 20,"M. A. Chidambaram Stadium, Chennai","APR, SUN 25 , 7:30 pm IST",MATCH TIED (DELHI CAPITALS WON THE SUPER OVER),"SRH
159/7
(20 OV)","DC
159/4
(20 OV )",https://www.iplt20.com/match/2021/10851
2021,MATCH 19,"Wankhede Stadium, Mumbai","APR, SUN 25 , 3:30 pm IST",CHENNAI SUPER KINGS WON BY 69 RUNS,7/0,SUPER OVER - 1,https://www.iplt20.com/match/2021/10850
2021,MATCH 18,"Wankhede Stadium, Mumbai","APR, SAT 24 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"CSK
191/4
(20 OV)","RCB
122/9
(20 OV )",https://www.iplt20.com/match/2021/10849
2021,MATCH 17,"M. A. Chidambaram Stadium, Chennai","APR, FRI 23 , 7:30 pm IST",PUNJAB KINGS WON BY 9 WICKETS,"RR
134/4
(18.5 OV)","KKR
133/9
(20 OV )",https://www.iplt20.com/match/2021/10848
2021,MATCH 16,"Wankhede Stadium, Mumbai","APR, THU 22 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 WICKETS,"PBKS
132/1
(17.4 OV)","MI
131/6
(20 OV )",https://www.iplt20.com/match/2021/10847
2021,MATCH 15,"Wankhede Stadium, Mumbai","APR, WED 21 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 18 RUNS,"RCB
181/0
(16.3 OV)","RR
177/9
(20 OV )",https://www.iplt20.com/match/2021/10846
2021,MATCH 14,"M. A. Chidambaram Stadium, Chennai","APR, WED 21 , 3:30 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,"KKR
202
(19.1 OV)","CSK
220/3
(20 OV )",https://www.iplt20.com/match/2021/10845
2021,MATCH 13,"M. A. Chidambaram Stadium, Chennai","APR, TUE 20 , 7:30 pm IST",DELHI CAPITALS WON BY 6 WICKETS,"PBKS
120
(19.4 OV)","SRH
121/1
(18.4 OV )",https://www.iplt20.com/match/2021/10844
2021,MATCH 12,"Wankhede Stadium, Mumbai","APR, MON 19 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 45 RUNS,"DC
138/4
(19.1 OV)","MI
137/9
(20 OV )",https://www.iplt20.com/match/2021/10843
2021,MATCH 11,"Wankhede Stadium, Mumbai","APR, SUN 18 , 7:30 pm IST",DELHI CAPITALS WON BY 6 WICKETS,"CSK
188/9
(20 OV)","RR
143/9
(20 OV )",https://www.iplt20.com/match/2021/10842
2021,MATCH 10,"M. A. Chidambaram Stadium, Chennai","APR, SUN 18 , 3:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 38 RUNS,"DC
198/4
(18.2 OV)","PBKS
195/4
(20 OV )",https://www.iplt20.com/match/2021/10841
2021,MATCH 9,"M. A. Chidambaram Stadium, Chennai","APR, SAT 17 , 7:30 pm IST",MUMBAI INDIANS WON BY 13 RUNS,"RCB
204/4
(20 OV)","KKR
166/8
(20 OV )",https://www.iplt20.com/match/2021/10840
2021,MATCH 8,"Wankhede Stadium, Mumbai","APR, FRI 16 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"MI
150/5
(20 OV)","SRH
137
(19.4 OV )",https://www.iplt20.com/match/2021/10839
2021,MATCH 7,"Wankhede Stadium, Mumbai","APR, THU 15 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,"PBKS
106/8
(20 OV)","CSK
107/4
(15.4 OV )",https://www.iplt20.com/match/2021/10838
2021,MATCH 6,"M. A. Chidambaram Stadium, Chennai","APR, WED 14 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 RUNS,"RR
150/7
(19.4 OV)","DC
147/8
(20 OV )",https://www.iplt20.com/match/2021/10837
2021,MATCH 5,"M. A. Chidambaram Stadium, Chennai","APR, TUE 13 , 7:30 pm IST",MUMBAI INDIANS WON BY 10 RUNS,"SRH
143/9
(20 OV)","RCB
149/8
(20 OV )",https://www.iplt20.com/match/2021/10836
2021,MATCH 4,"Wankhede Stadium, Mumbai","APR, MON 12 , 7:30 pm IST",PUNJAB KINGS WON BY 4 RUNS,"KKR
142/7
(20 OV)","MI
152
(20 OV )",https://www.iplt20.com/match/2021/10835
2021,MATCH 3,"M. A. Chidambaram Stadium, Chennai","APR, SUN 11 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 10 RUNS,"RR
217/7
(20 OV)","PBKS
221/6
(20 OV )",https://www.iplt20.com/match/2021/10834
2021,MATCH 2,"Wankhede Stadium, Mumbai","APR, SAT 10 , 7:30 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"SRH
177/5
(20 OV)","KKR
187/6
(20 OV )",https://www.iplt20.com/match/2021/10833
2021,MATCH 1,"M. A. Chidambaram Stadium, Chennai","APR, FRI 9 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 2 WICKETS,"CSK
188/7
(20 OV)","DC
190/3
(18.4 OV )",https://www.iplt20.com/match/2021/10832
2022,FINAL,"Narendra Modi Stadium, Ahmedabad","MAY, SUN 29 , 8:00 pm IST",GUJARAT TITANS WON BY 7 WICKETS (WINNERS),"GT
133/3
(18.1 OV)","RR
130/9
(20.0 OV )",https://www.iplt20.com/news/3842/wt20-challenge-2022-final-sno-vs-vel-match-report
2022,QUALIFIER 2,"Narendra Modi Stadium, Ahmedabad","MAY, FRI 27 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS (QUALIFIED),"RR
161/3
(18.1 OV)","RCB
157/8
(20.0 OV )",https://www.iplt20.com/video/46358/final-gt-vs-rr--match-highlights
2022,ELIMINATOR,"Eden Gardens, Kolkata","MAY, WED 25 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 14 RUNS (QUALIFIED),"LSG
193/6
(20.0 OV)","RCB
207/4
(20.0 OV )",https://www.iplt20.com/match/2022/531
2022,QUALIFIER 1,"Eden Gardens, Kolkata","MAY, TUE 24 , 7:30 pm IST",GUJARAT TITANS WON BY 7 WICKETS (QUALIFIED),"GT
191/3
(19.3 OV)","RR
188/6
(20.0 OV )",https://www.iplt20.com/news/3841/tata-ipl-2022-qualifier-2-rr-vs-rcb-match-report
2022,MATCH 70,"Wankhede Stadium, Mumbai","MAY, SUN 22 , 7:30 pm IST",PUNJAB KINGS WON BY 5 WICKETS,"SRH
157/8
(20.0 OV)","PBKS
160/5
(15.1 OV )",https://www.iplt20.com/video/46226/q2-rr-vs-rcb--match-highlights
2022,MATCH 69,"Wankhede Stadium, Mumbai","MAY, SAT 21 , 7:30 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"MI
160/5
(19.1 OV)","DC
159/7
(20.0 OV )",https://www.iplt20.com/match/2022/530
2022,MATCH 68,"Brabourne - CCI, Mumbai","MAY, FRI 20 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"RR
151/5
(19.4 OV)","CSK
150/6
(20.0 OV )",https://www.iplt20.com/news/3838/tata-ipl-2022-eliminator-lsg-vs-rcb-match-report
2022,MATCH 67,"Wankhede Stadium, Mumbai","MAY, THU 19 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,"RCB
170/2
(18.4 OV)","GT
168/5
(20.0 OV )",https://www.iplt20.com/video/46101/eliminator-lsg-vs-rcb--match-highlights
2022,MATCH 66,"DY Patil Stadium, NAVI MUMBAI","MAY, WED 18 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 2 RUNS,"KKR
208/8
(20.0 OV)","LSG
210/0
(20.0 OV )",https://www.iplt20.com/match/2022/529
2022,MATCH 65,"Wankhede Stadium, Mumbai","MAY, TUE 17 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 3 RUNS,"MI
190/7
(20.0 OV)","SRH
193/6
(20.0 OV )",https://www.iplt20.com/news/3837/tata-ipl-2022-qualifier-1-gt-vs-rr-match-report
